region	chr	midPos	Nsites
region	chr	midPos	Nsites
(883976,933772)(960000,1009999)(960000,1010000)	NC_037122.1f5t9	985000	49798	0.061703
(893956,943763)(970000,1019999)(970000,1020000)	NC_037122.1f5t9	995000	49809	0.042972
(903950,953758)(980000,1029999)(980000,1030000)	NC_037122.1f5t9	1005000	49810	0.044979
(913796,963752)(990000,1039999)(990000,1040000)	NC_037122.1f5t9	1015000	49958	0.041312
(923787,973464)(1000000,1049999)(1000000,1050000)	NC_037122.1f5t9	1025000	49679	0.030960
(933773,983452)(1010000,1059999)(1010000,1060000)	NC_037122.1f5t9	1035000	49681	0.029055
(943764,993439)(1020000,1069999)(1020000,1070000)	NC_037122.1f5t9	1045000	49677	0.032493
(953759,1003402)(1030000,1079999)(1030000,1080000)	NC_037122.1f5t9	1055000	49645	0.024921
(963753,1008604)(1040000,1089398)(1040000,1090000)	NC_037122.1f5t9	1065000	44853	0.028266
(973465,1016966)(1050000,1099999)(1050000,1100000)	NC_037122.1f5t9	1075000	43503	0.032698
(983453,1026931)(1060000,1109999)(1060000,1110000)	NC_037122.1f5t9	1085000	43480	0.035734
(993440,1029035)(1070000,1119999)(1070000,1120000)	NC_037122.1f5t9	1095000	35597	0.033820
(1003403,1031682)(1080000,1129999)(1080000,1130000)	NC_037122.1f5t9	1105000	28281	0.034801
(1008605,1041679)(1091564,1139999)(1090000,1140000)	NC_037122.1f5t9	1115000	33076	0.029047
(1016967,1051659)(1100000,1149999)(1100000,1150000)	NC_037122.1f5t9	1125000	34694	0.029785
(1026932,1061544)(1110000,1159999)(1110000,1160000)	NC_037122.1f5t9	1135000	34614	0.028469
(1029036,1070616)(1120000,1169999)(1120000,1170000)	NC_037122.1f5t9	1145000	41582	0.030746
(1031683,1080612)(1130000,1179999)(1130000,1180000)	NC_037122.1f5t9	1155000	48931	0.030285
(1041680,1090612)(1140000,1189999)(1140000,1190000)	NC_037122.1f5t9	1165000	48934	0.031427
(1051660,1100587)(1150000,1199999)(1150000,1200000)	NC_037122.1f5t9	1175000	48929	0.029663
(1061545,1110520)(1160000,1209999)(1160000,1210000)	NC_037122.1f5t9	1185000	48977	0.034347
(1070617,1119159)(1170000,1219999)(1170000,1220000)	NC_037122.1f5t9	1195000	48544	0.034724
(1080613,1129150)(1180000,1229999)(1180000,1230000)	NC_037122.1f5t9	1205000	48539	0.035973
(1090613,1139150)(1190000,1239999)(1190000,1240000)	NC_037122.1f5t9	1215000	48539	0.039506
(1100588,1149138)(1200000,1249999)(1200000,1250000)	NC_037122.1f5t9	1225000	48552	0.048584
(1110521,1159096)(1210000,1259999)(1210000,1260000)	NC_037122.1f5t9	1235000	48577	0.040815
(1119160,1169070)(1220000,1269999)(1220000,1270000)	NC_037122.1f5t9	1245000	49912	0.039796
(1129151,1177379)(1230000,1279999)(1230000,1280000)	NC_037122.1f5t9	1255000	48230	0.037075
(1139151,1187211)(1240000,1289999)(1240000,1290000)	NC_037122.1f5t9	1265000	48062	0.045414
(1149139,1197208)(1250000,1299999)(1250000,1300000)	NC_037122.1f5t9	1275000	48071	0.041620
(1159097,1207171)(1260000,1309999)(1260000,1310000)	NC_037122.1f5t9	1285000	48076	0.051672
(1169071,1217144)(1270000,1319999)(1270000,1320000)	NC_037122.1f5t9	1295000	48075	0.049199
(1177380,1226880)(1280000,1329999)(1280000,1330000)	NC_037122.1f5t9	1305000	49502	0.049220
(1187212,1236662)(1290000,1339999)(1290000,1340000)	NC_037122.1f5t9	1315000	49452	0.043249
(1197209,1246645)(1300000,1349999)(1300000,1350000)	NC_037122.1f5t9	1325000	49438	0.028833
(1207172,1256642)(1310000,1359999)(1310000,1360000)	NC_037122.1f5t9	1335000	49472	0.020271
(1217145,1265867)(1320000,1369999)(1320000,1370000)	NC_037122.1f5t9	1345000	48724	0.020303
(1226881,1275792)(1330000,1379999)(1330000,1380000)	NC_037122.1f5t9	1355000	48913	0.024133
(1236663,1282848)(1340000,1389999)(1340000,1390000)	NC_037122.1f5t9	1365000	46187	0.026959
(1246646,1292824)(1350000,1399999)(1350000,1400000)	NC_037122.1f5t9	1375000	46180	0.043086
(1256643,1300470)(1360000,1409999)(1360000,1410000)	NC_037122.1f5t9	1385000	43829	0.044551
(1265868,1310203)(1370000,1419999)(1370000,1420000)	NC_037122.1f5t9	1395000	44337	0.046643
(1275793,1320176)(1380000,1429999)(1380000,1430000)	NC_037122.1f5t9	1405000	44385	0.052226
(1282849,1330165)(1390000,1439999)(1390000,1440000)	NC_037122.1f5t9	1415000	47318	0.052574
(1292825,1339542)(1400000,1449999)(1400000,1450000)	NC_037122.1f5t9	1425000	46719	0.046435
(1300471,1349534)(1410000,1459999)(1410000,1460000)	NC_037122.1f5t9	1435000	49065	0.048988
(1310204,1357053)(1420000,1468837)(1420000,1470000)	NC_037122.1f5t9	1445000	46851	0.048266
(1320177,1365626)(1430000,1479999)(1430000,1480000)	NC_037122.1f5t9	1455000	45451	0.039485
(1330166,1375613)(1440000,1489999)(1440000,1490000)	NC_037122.1f5t9	1465000	45449	0.029742
(1339543,1385598)(1450000,1499999)(1450000,1500000)	NC_037122.1f5t9	1475000	46057	0.033985
(1349535,1395566)(1460000,1509999)(1460000,1510000)	NC_037122.1f5t9	1485000	46033	0.030722
(1357054,1405504)(1470736,1519999)(1470000,1520000)	NC_037122.1f5t9	1495000	48452	0.037448
(1365627,1414892)(1480000,1529824)(1480000,1530000)	NC_037122.1f5t9	1505000	49267	0.040035
(1375614,1419253)(1490000,1539999)(1490000,1540000)	NC_037122.1f5t9	1515000	43641	0.045125
(1385599,1426292)(1500000,1549999)(1500000,1550000)	NC_037122.1f5t9	1525000	40695	0.048254
(1395567,1436250)(1510000,1559999)(1510000,1560000)	NC_037122.1f5t9	1535000	40685	0.060931
(1405505,1445374)(1520000,1569999)(1520000,1570000)	NC_037122.1f5t9	1545000	39871	0.055786
(1414893,1454058)(1531400,1579999)(1530000,1580000)	NC_037122.1f5t9	1555000	39167	0.054466
(1419254,1462450)(1540000,1588789)(1540000,1590000)	NC_037122.1f5t9	1565000	43198	0.050714
(1426293,1470495)(1550000,1599999)(1550000,1600000)	NC_037122.1f5t9	1575000	44204	0.049241
(1436251,1480485)(1560000,1609999)(1560000,1610000)	NC_037122.1f5t9	1585000	44236	0.044932
(1445375,1487029)(1570000,1619999)(1570000,1620000)	NC_037122.1f5t9	1595000	41656	0.047149
(1454059,1497026)(1580000,1629999)(1580000,1630000)	NC_037122.1f5t9	1605000	42969	0.046754
(1462451,1507023)(1590142,1639999)(1590000,1640000)	NC_037122.1f5t9	1615000	44574	0.052524
(1470496,1516969)(1600000,1649999)(1600000,1650000)	NC_037122.1f5t9	1625000	46475	0.058305
(1480486,1526002)(1610000,1659999)(1610000,1660000)	NC_037122.1f5t9	1635000	45518	0.052045
(1487030,1534902)(1620000,1669999)(1620000,1670000)	NC_037122.1f5t9	1645000	47874	0.049259
(1497027,1544896)(1630000,1679999)(1630000,1680000)	NC_037122.1f5t9	1655000	47871	0.045384
(1507024,1554883)(1640000,1689999)(1640000,1690000)	NC_037122.1f5t9	1665000	47861	0.046681
(1516970,1564881)(1650000,1699999)(1650000,1700000)	NC_037122.1f5t9	1675000	47913	0.045106
(1526003,1574843)(1660000,1709999)(1660000,1710000)	NC_037122.1f5t9	1685000	48842	0.044084
(1534903,1584698)(1670000,1719999)(1670000,1720000)	NC_037122.1f5t9	1695000	49797	0.049202
(1544897,1593483)(1680000,1729474)(1680000,1730000)	NC_037122.1f5t9	1705000	48588	0.055132
(1554884,1600755)(1690000,1739999)(1690000,1740000)	NC_037122.1f5t9	1715000	45873	0.055828
(1564882,1610560)(1700000,1749999)(1700000,1750000)	NC_037122.1f5t9	1725000	45680	0.049526
(1574844,1620479)(1710000,1759999)(1710000,1760000)	NC_037122.1f5t9	1735000	45637	0.048442
(1584699,1630473)(1720000,1769999)(1720000,1770000)	NC_037122.1f5t9	1745000	45776	0.046000
(1593484,1640466)(1732179,1779999)(1730000,1780000)	NC_037122.1f5t9	1755000	46984	0.043161
(1600756,1650336)(1740000,1789965)(1740000,1790000)	NC_037122.1f5t9	1765000	49582	0.058236
(1610561,1660186)(1750000,1799999)(1750000,1800000)	NC_037122.1f5t9	1775000	49627	0.064492
(1620480,1670171)(1760000,1809999)(1760000,1810000)	NC_037122.1f5t9	1785000	49693	0.068917
(1630474,1679868)(1770000,1819999)(1770000,1820000)	NC_037122.1f5t9	1795000	49396	0.070356
(1640467,1689855)(1780000,1829999)(1780000,1830000)	NC_037122.1f5t9	1805000	49390	0.077082
(1650337,1699806)(1790020,1839999)(1790000,1840000)	NC_037122.1f5t9	1815000	49471	0.067649
(1660187,1709793)(1800000,1849999)(1800000,1850000)	NC_037122.1f5t9	1825000	49608	0.078563
(1670172,1719773)(1810000,1859999)(1810000,1860000)	NC_037122.1f5t9	1835000	49603	0.079752
(1679869,1729675)(1820000,1869999)(1820000,1870000)	NC_037122.1f5t9	1845000	49808	0.077952
(1689856,1739351)(1830000,1879960)(1830000,1880000)	NC_037122.1f5t9	1855000	49497	0.074525
(1699807,1748977)(1840000,1889999)(1840000,1890000)	NC_037122.1f5t9	1865000	49172	0.071120
(1709794,1758972)(1850000,1899999)(1850000,1900000)	NC_037122.1f5t9	1875000	49180	0.063422
(1719774,1768925)(1860000,1909999)(1860000,1910000)	NC_037122.1f5t9	1885000	49153	0.061342
(1729676,1778906)(1870000,1919999)(1870000,1920000)	NC_037122.1f5t9	1895000	49232	0.063621
(1739352,1788900)(1880044,1929999)(1880000,1930000)	NC_037122.1f5t9	1905000	49550	0.068554
(1748978,1798892)(1890000,1939999)(1890000,1940000)	NC_037122.1f5t9	1915000	49916	0.065927
(1758973,1805239)(1900000,1949999)(1900000,1950000)	NC_037122.1f5t9	1925000	46268	0.064358
(1768926,1815207)(1910000,1959999)(1910000,1960000)	NC_037122.1f5t9	1935000	46283	0.063621
(1778907,1825185)(1920000,1969999)(1920000,1970000)	NC_037122.1f5t9	1945000	46280	0.052504
(1788901,1835174)(1930000,1979999)(1930000,1980000)	NC_037122.1f5t9	1955000	46275	0.041284
(1798893,1845131)(1940000,1989999)(1940000,1990000)	NC_037122.1f5t9	1965000	46240	0.048220
(1805240,1855123)(1950000,1999999)(1950000,2000000)	NC_037122.1f5t9	1975000	49885	0.050222
(1815208,1865069)(1960000,2009999)(1960000,2010000)	NC_037122.1f5t9	1985000	49863	0.049490
(1825186,1875055)(1970000,2019999)(1970000,2020000)	NC_037122.1f5t9	1995000	49871	0.048307
(1835175,1885035)(1980000,2029999)(1980000,2030000)	NC_037122.1f5t9	2005000	49862	0.054105
(1845132,1894139)(1990000,2039999)(1990000,2040000)	NC_037122.1f5t9	2015000	49009	0.057178
(1855124,1904097)(2000000,2049999)(2000000,2050000)	NC_037122.1f5t9	2025000	48975	0.055330
(1865070,1914079)(2010000,2059999)(2010000,2060000)	NC_037122.1f5t9	2035000	49011	0.060768
(1875056,1923676)(2020000,2069999)(2020000,2070000)	NC_037122.1f5t9	2045000	48622	0.070103
(1885036,1931275)(2030000,2079999)(2030000,2080000)	NC_037122.1f5t9	2055000	46241	0.069124
(1894140,1941238)(2040000,2089999)(2040000,2090000)	NC_037122.1f5t9	2065000	47100	0.056656
(1904098,1951234)(2050000,2099999)(2050000,2100000)	NC_037122.1f5t9	2075000	47138	0.058123
(1914080,1961174)(2060000,2109999)(2060000,2110000)	NC_037122.1f5t9	2085000	47096	0.059679
(1923677,1967153)(2070000,2115995)(2070000,2120000)	NC_037122.1f5t9	2095000	43478	0.060651
(1931276,1975746)(2080000,2129999)(2080000,2130000)	NC_037122.1f5t9	2105000	44472	0.058663
(1941239,1981253)(2090000,2139999)(2090000,2140000)	NC_037122.1f5t9	2115000	40016	0.063365
(1951235,1991242)(2100000,2149999)(2100000,2150000)	NC_037122.1f5t9	2125000	40009	0.060221
(1961175,1999146)(2110000,2159999)(2110000,2160000)	NC_037122.1f5t9	2135000	37973	0.056280
(1967154,2009133)(2120874,2169999)(2120000,2170000)	NC_037122.1f5t9	2145000	41981	0.060519
(1975747,2017666)(2130000,2179365)(2130000,2180000)	NC_037122.1f5t9	2155000	41921	0.057622
(1981254,2026651)(2140000,2189999)(2140000,2190000)	NC_037122.1f5t9	2165000	45399	0.053641
(1991243,2036600)(2150000,2199999)(2150000,2200000)	NC_037122.1f5t9	2175000	45359	0.054292
(1999147,2046533)(2160000,2209999)(2160000,2210000)	NC_037122.1f5t9	2185000	47388	0.051942
(2009134,2056122)(2170000,2219999)(2170000,2220000)	NC_037122.1f5t9	2195000	46990	0.051507
(2017667,2066103)(2180373,2229999)(2180000,2230000)	NC_037122.1f5t9	2205000	48438	0.054631
(2026652,2076079)(2190000,2239999)(2190000,2240000)	NC_037122.1f5t9	2215000	49429	0.063921
(2036601,2085597)(2200000,2249999)(2200000,2250000)	NC_037122.1f5t9	2225000	48998	0.054137
(2046534,2095389)(2210000,2259999)(2210000,2260000)	NC_037122.1f5t9	2235000	48857	0.049116
(2056123,2104838)(2220000,2269999)(2220000,2270000)	NC_037122.1f5t9	2245000	48717	0.046536
(2066104,2114754)(2230000,2279999)(2230000,2280000)	NC_037122.1f5t9	2255000	48652	0.047597
(2076080,2124721)(2240000,2289999)(2240000,2290000)	NC_037122.1f5t9	2265000	48643	0.055068
(2085598,2134708)(2250000,2299999)(2250000,2300000)	NC_037122.1f5t9	2275000	49112	0.065379
(2095390,2144702)(2260000,2309999)(2260000,2310000)	NC_037122.1f5t9	2285000	49314	0.074878
(2104839,2152589)(2270000,2318297)(2270000,2320000)	NC_037122.1f5t9	2295000	47752	0.077436
(2114755,2161110)(2280000,2329999)(2280000,2330000)	NC_037122.1f5t9	2305000	46357	0.080371
(2124722,2170713)(2290000,2339999)(2290000,2340000)	NC_037122.1f5t9	2315000	45993	0.066984
(2134709,2180359)(2300000,2349999)(2300000,2350000)	NC_037122.1f5t9	2325000	45652	0.047407
(2144703,2190341)(2310000,2359999)(2310000,2360000)	NC_037122.1f5t9	2335000	45640	0.048020
(2152590,2200339)(2320488,2369999)(2320000,2370000)	NC_037122.1f5t9	2345000	47751	0.051454
(2161111,2210325)(2330000,2379999)(2330000,2380000)	NC_037122.1f5t9	2355000	49216	0.052086
(2170714,2216782)(2340000,2389972)(2340000,2390000)	NC_037122.1f5t9	2365000	46070	0.051305
(2180360,2225001)(2350000,2399999)(2350000,2400000)	NC_037122.1f5t9	2375000	44643	0.053841
(2190342,2234986)(2360000,2409999)(2360000,2410000)	NC_037122.1f5t9	2385000	44646	0.045970
(2200340,2244950)(2370000,2419999)(2370000,2420000)	NC_037122.1f5t9	2395000	44612	0.035345
(2210326,2254641)(2380000,2429999)(2380000,2430000)	NC_037122.1f5t9	2405000	44317	0.035586
(2216783,2264613)(2391697,2439999)(2390000,2440000)	NC_037122.1f5t9	2415000	47832	0.043225
(2225002,2274607)(2400000,2449999)(2400000,2450000)	NC_037122.1f5t9	2425000	49607	0.049132
(2234987,2284511)(2410000,2459999)(2410000,2460000)	NC_037122.1f5t9	2435000	49526	0.053048
(2244951,2294450)(2420000,2469999)(2420000,2470000)	NC_037122.1f5t9	2445000	49501	0.059280
(2254642,2303464)(2430000,2479999)(2430000,2480000)	NC_037122.1f5t9	2455000	48824	0.057868
(2264614,2313319)(2440000,2489999)(2440000,2490000)	NC_037122.1f5t9	2465000	48707	0.049907
(2274608,2323252)(2450000,2499999)(2450000,2500000)	NC_037122.1f5t9	2475000	48646	0.046211
(2284512,2333245)(2460000,2509999)(2460000,2510000)	NC_037122.1f5t9	2485000	48735	0.044420
(2294451,2343179)(2470000,2519999)(2470000,2520000)	NC_037122.1f5t9	2495000	48730	0.046083
(2303465,2353003)(2480000,2529999)(2480000,2530000)	NC_037122.1f5t9	2505000	49540	0.047472
(2313320,2362986)(2490000,2539999)(2490000,2540000)	NC_037122.1f5t9	2515000	49668	0.053719
(2323253,2372905)(2500000,2549999)(2500000,2550000)	NC_037122.1f5t9	2525000	49654	0.049972
(2333246,2382860)(2510000,2559999)(2510000,2560000)	NC_037122.1f5t9	2535000	49616	0.052215
(2343180,2392844)(2520000,2569999)(2520000,2570000)	NC_037122.1f5t9	2545000	49666	0.046378
(2353004,2402838)(2530000,2579999)(2530000,2580000)	NC_037122.1f5t9	2555000	49836	0.046353
(2362987,2412387)(2540000,2589999)(2540000,2590000)	NC_037122.1f5t9	2565000	49402	0.055258
(2372906,2422382)(2550000,2599999)(2550000,2600000)	NC_037122.1f5t9	2575000	49478	0.073000
(2382861,2432367)(2560000,2609999)(2560000,2610000)	NC_037122.1f5t9	2585000	49508	0.073123
(2392845,2440458)(2570000,2619999)(2570000,2620000)	NC_037122.1f5t9	2595000	47615	0.075979
(2402839,2450120)(2580000,2629999)(2580000,2630000)	NC_037122.1f5t9	2605000	47283	0.072877
(2412388,2459603)(2590000,2639999)(2590000,2640000)	NC_037122.1f5t9	2615000	47217	0.062400
(2422383,2469172)(2600000,2649999)(2600000,2650000)	NC_037122.1f5t9	2625000	46791	0.050259
(2432368,2473967)(2610000,2659999)(2610000,2660000)	NC_037122.1f5t9	2635000	41601	0.048820
(2440459,2475897)(2620000,2665096)(2620000,2670000)	NC_037122.1f5t9	2645000	35440	0.047720
(2450121,2485554)(2630000,2679999)(2630000,2680000)	NC_037122.1f5t9	2655000	35435	0.036607
(2459604,2495524)(2640000,2689999)(2640000,2690000)	NC_037122.1f5t9	2665000	35922	0.028735
(2469173,2504716)(2650000,2699999)(2650000,2700000)	NC_037122.1f5t9	2675000	35545	0.031759
(2473968,2514696)(2660000,2709999)(2660000,2710000)	NC_037122.1f5t9	2685000	40730	0.034325
(2475898,2524175)(2670223,2719999)(2670000,2720000)	NC_037122.1f5t9	2695000	48279	0.046540
(2485555,2532870)(2680000,2729999)(2680000,2730000)	NC_037122.1f5t9	2705000	47317	0.070859
(2495525,2542799)(2690000,2739999)(2690000,2740000)	NC_037122.1f5t9	2715000	47276	0.063599
(2504717,2551676)(2700000,2749999)(2700000,2750000)	NC_037122.1f5t9	2725000	46961	0.059563
(2514697,2561482)(2710000,2759999)(2710000,2760000)	NC_037122.1f5t9	2735000	46787	0.055775
(2524176,2571434)(2720000,2769999)(2720000,2770000)	NC_037122.1f5t9	2745000	47260	0.046317
(2532871,2581343)(2730000,2779999)(2730000,2780000)	NC_037122.1f5t9	2755000	48474	0.037071
(2542800,2591064)(2740000,2789999)(2740000,2790000)	NC_037122.1f5t9	2765000	48266	0.043531
(2551677,2601024)(2750000,2799999)(2750000,2800000)	NC_037122.1f5t9	2775000	49349	0.040779
(2561483,2610991)(2760000,2809999)(2760000,2810000)	NC_037122.1f5t9	2785000	49510	0.044382
(2571435,2620607)(2770000,2819999)(2770000,2820000)	NC_037122.1f5t9	2795000	49174	0.044714
(2581344,2630532)(2780000,2829999)(2780000,2830000)	NC_037122.1f5t9	2805000	49190	0.046940
(2591065,2640498)(2790000,2839999)(2790000,2840000)	NC_037122.1f5t9	2815000	49435	0.049689
(2601025,2650458)(2800000,2849999)(2800000,2850000)	NC_037122.1f5t9	2825000	49435	0.046864
(2610992,2660358)(2810000,2859999)(2810000,2860000)	NC_037122.1f5t9	2835000	49368	0.051060
